0,0,0,0.01,0.0001
4.0,0.005,0,0.01,0.0001
8.0,0.005,0.01,0.01,0.0001
12.0,-0.009999999999999998,0.01,0.01,0.0001
16.0,-0.009999999999999998,-0.01,0.01,0.0001
20.0,0.015000000000000003,-0.01,0.01,0.0001
24.0,0.015000000000000003,0.019999999999999997,0.01,0.0001
28.0,-0.02,0.019999999999999997,0.01,0.0001
32.0,-0.02,-0.020000000000000004,0.01,0.0001
36.0,0.025000000000000005,-0.020000000000000004,0.01,0.0001
40.0,0.025000000000000005,0.03,0.01,0.0001
44.0,-0.030000000000000002,0.03,0.01,0.0001
58.0,0,0,0.0,0.0001
62.0,0.060000000000000005,0,0.0,0.0001
66.0,0.060000000000000005,0.07,0.0,0.0001
70.0,-0.010000000000000002,0.07,0.0,0.0001
74.0,-0.010000000000000002,-0.009999999999999995,0.0,0.0001
78.0,0.07,-0.009999999999999995,0.0,0.0001
82.0,0.07,0.08,0.0,0.0001
86.0,-0.01999999999999999,0.08,0.0,0.0001
90.0,-0.01999999999999999,-0.01999999999999999,0.0,0.0001
94.0,0.08,-0.01999999999999999,0.0,0.0001
98.0,0.08,0.09,0.0,0.0001
102.0,-0.029999999999999985,0.09,0.0,0.0001
116.0,0,0,0.01,0.0001
120.0,0.11499999999999999,0,0.01,0.0001
124.0,0.11499999999999999,0.12999999999999998,0.01,0.0001
128.0,-0.009999999999999995,0.12999999999999998,0.01,0.0001
132.0,-0.009999999999999995,-0.010000000000000009,0.01,0.0001
136.0,0.12499999999999999,-0.010000000000000009,0.01,0.0001
140.0,0.12499999999999999,0.13999999999999999,0.01,0.0001
144.0,-0.020000000000000004,0.13999999999999999,0.01,0.0001
148.0,-0.020000000000000004,-0.020000000000000018,0.01,0.0001
152.0,0.135,-0.020000000000000018,0.01,0.0001
156.0,0.135,0.15,0.01,0.0001
160.0,-0.03,0.15,0.01,0.0001
174.0,0,0,0.02,0.0001
178.0,0.17,0,0.02,0.0001
182.0,0.17,0.19000000000000003,0.02,0.0001
186.0,-0.010000000000000009,0.19000000000000003,0.02,0.0001
190.0,-0.010000000000000009,-0.010000000000000009,0.02,0.0001
194.0,0.18000000000000002,-0.010000000000000009,0.02,0.0001
198.0,0.18000000000000002,0.20000000000000004,0.02,0.0001
202.0,-0.020000000000000018,0.20000000000000004,0.02,0.0001
206.0,-0.020000000000000018,-0.020000000000000018,0.02,0.0001
210.0,0.19000000000000003,-0.020000000000000018,0.02,0.0001
214.0,0.19000000000000003,0.21000000000000005,0.02,0.0001
218.0,-0.030000000000000027,0.21000000000000005,0.02,0.0001
232.0,0,0,0.03,0.0001
236.0,0.22500000000000006,0,0.03,0.0001
240.0,0.22500000000000006,0.25000000000000006,0.03,0.0001
244.0,-0.010000000000000009,0.25000000000000006,0.03,0.0001
248.0,-0.010000000000000009,-0.010000000000000009,0.03,0.0001
252.0,0.23500000000000007,-0.010000000000000009,0.03,0.0001
256.0,0.23500000000000007,0.26000000000000006,0.03,0.0001
260.0,-0.01999999999999999,0.26000000000000006,0.03,0.0001
264.0,-0.01999999999999999,-0.020000000000000018,0.03,0.0001
268.0,0.24500000000000008,-0.020000000000000018,0.03,0.0001
272.0,0.24500000000000008,0.2700000000000001,0.03,0.0001
276.0,-0.03,0.2700000000000001,0.03,0.0001
290.0,0,0,0.04,0.0001
294.0,0.2800000000000001,0,0.04,0.0001
298.0,0.2800000000000001,0.3100000000000001,0.04,0.0001
302.0,-0.010000000000000009,0.3100000000000001,0.04,0.0001
306.0,-0.010000000000000009,-0.010000000000000009,0.04,0.0001
310.0,0.2900000000000001,-0.010000000000000009,0.04,0.0001
314.0,0.2900000000000001,0.3200000000000001,0.04,0.0001
318.0,-0.020000000000000018,0.3200000000000001,0.04,0.0001
322.0,-0.020000000000000018,-0.020000000000000018,0.04,0.0001
326.0,0.3000000000000001,-0.020000000000000018,0.04,0.0001
330.0,0.3000000000000001,0.3300000000000001,0.04,0.0001
334.0,-0.030000000000000027,0.3300000000000001,0.04,0.0001
