73000000000,0.3,0
73000000000,0.3,1.55
73000000000,0.3,3.11
73000000000,0.3,4.66
73000000000,0.3,6.22
73000000000,0.3,6.99
72800000000,0.3,8.55
72800000000,0.3,10.1
72800000000,0.3,10.9
72800000000,0.3,12.4
72800000000,0.3,13.2
72800000000,0.3,14.8
72500000000,0.3,16.3
72500000000,0.3,17.9
72500000000,0.3,18.7
72500000000,0.3,20.2
72500000000,0.3,21
72500000000,0.3,22.5
72300000000,0.3,24.1
72300000000,0.3,25.6
72300000000,0.3,28
72000000000,0.3,29.5
72000000000,0.3,30.3
72000000000,0.3,31.9
72000000000,0.3,33.4
72000000000,0.3,34.2
72000000000,0.3,35.8
72000000000,0.3,36.5
72000000000,0.3,38.1
72000000000,0.3,39.6
71800000000,0.3,40.4
71800000000,0.3,42.7
71800000000,0.3,43.5
71800000000,0.3,45.1
71800000000,0.3,46.6
71800000000,0.3,48.2
71500000000,0.3,50.5
71500000000,0.3,53.6
71500000000,0.3,56
71200000000,0.3,58.3
71200000000,0.3,61.4
71200000000,0.3,65.3
71000000000,0.3,66.8
71000000000,0.3,68.4
71000000000,0.3,69.9
71000000000,0.3,72.3
71000000000,0.3,73.8
70700000000,0.3,75.4
70700000000,0.3,76.9
70700000000,0.3,79.3
70700000000,0.3,80.8
70500000000,0.3,82.4
70500000000,0.3,84.7
70500000000,0.3,87
70500000000,0.3,90.2
70500000000,0.3,91.7
70500000000,0.3,93.3
70200000000,0.3,95.6
70200000000,0.3,97.9
70200000000,0.3,99.5
70000000000,0.3,101
70000000000,0.3,103
69700000000,0.3,105
69700000000,0.3,106
69500000000,0.3,108
69500000000,0.3,109
69500000000,0.3,110
69500000000,0.3,111
69200000000,0.3,112
69200000000,0.3,114
69000000000,0.3,116
69000000000,0.3,117
68700000000,0.3,119
68700000000,0.3,120
68400000000,0.3,121
68400000000,0.3,122
68400000000,0.3,123
68400000000,0.3,124
68400000000,0.3,125
68200000000,0.3,126
68200000000,0.3,127
67900000000,0.3,129
67900000000,0.3,131
67700000000,0.3,132
67700000000,0.3,134
67700000000,0.3,135
67400000000,0.3,137
67400000000,0.3,138
67200000000,0.3,140
66900000000,0.3,142
66900000000,0.3,144
66900000000,0.3,145
66700000000,0.3,148
66700000000,0.3,149
66700000000,0.3,151
66400000000,0.3,153
66200000000,0.3,155
66200000000,0.3,156
65900000000,0.3,158
65900000000,0.3,159
65900000000,0.3,160
65900000000,0.3,161
65600000000,0.3,163
65600000000,0.3,165
65400000000,0.3,166
65400000000,0.3,167
65100000000,0.3,169
64900000000,0.3,172
64900000000,0.3,173
64900000000,0.3,175
64600000000,0.3,176
64600000000,0.3,178
64600000000,0.3,179
64400000000,0.3,180
64400000000,0.3,182
64400000000,0.3,183
64100000000,0.3,184
63900000000,0.3,187
63900000000,0.3,188
63900000000,0.3,190
63600000000,0.3,191
63600000000,0.3,193
63600000000,0.3,194
63600000000,0.3,195
63400000000,0.3,197
63100000000,0.3,198
63100000000,0.3,200
62800000000,0.3,202
62600000000,0.3,204
62600000000,0.3,207
62300000000,0.3,208
62300000000,0.3,209
62100000000,0.3,211
62100000000,0.3,214
61800000000,0.3,216
61600000000,0.3,217
61600000000,0.3,218
61600000000,0.3,220
