52.5051,202.63
52.5403,353.168
52.5755,509.237
52.6106,577.347
52.6458,622.812
52.6809,707.867
52.7161,803.745
52.7512,832.973
52.7864,803.234
52.8215,597.026
52.8567,624.031
52.8918,641.506
52.927,671.24
52.9621,685.11
52.9973,683.804
53.0324,670.48
53.0676,652.062
53.1027,639.521
53.1379,632.443
53.173,625.083
53.2082,615.889
53.2433,606.53
53.2785,597.966
53.3136,590.288
53.3488,583.385
53.3839,576.773
53.4191,570.197
53.4542,563.4
53.4894,556.083
53.5245,548.428
53.5597,534.8
53.5948,509.027
53.63,488.291
53.6651,471.852
53.7003,457.04
53.7354,443.353
53.7706,430.811
53.8057,419.337
53.8409,408.871
53.876,399.416
53.9112,391.49
53.9463,384.562
53.9815,378.281
54.0166,372.087
54.0518,365.762
54.0869,359.518
54.1221,353.434
54.1572,347.555
54.1924,341.899
54.2275,336.439
54.2627,331.174
54.2978,326.105
54.333,321.238
54.3681,316.61
54.4033,312.186
54.4384,307.965
54.4736,303.929
54.5087,300.072
54.5439,296.388
54.579,292.86
54.6142,289.49
54.6493,286.267
54.6845,283.187
54.7196,280.247
54.7548,277.434
54.7899,274.742
54.8251,272.163
54.8602,269.694
54.8954,267.323
54.9305,265.041
54.9657,262.846
55.0008,260.732
55.036,258.695
55.0711,256.732
55.1063,254.84
55.1414,253.015
55.1766,251.253
55.2117,249.55
55.2469,247.903
55.282,246.309
55.3172,244.765
55.3523,243.27
55.3875,241.821
55.4226,240.416
55.4578,239.053
55.4929,237.73
55.5281,236.445
55.5632,235.197
55.5984,233.982
55.6335,232.8
55.6687,231.65
55.7038,230.53
55.739,229.439
55.7741,228.377
55.8093,227.341
55.8444,226.332
55.8796,225.347
55.9147,224.386
55.9499,223.449
55.985,222.534
56.0202,221.641
56.0553,220.767
56.0905,219.914
56.1256,219.079
56.1608,218.263
56.1959,217.465
56.2311,216.684
56.2662,215.918
56.3014,215.169
56.3365,214.434
56.3717,213.714
56.4068,213.008
56.442,212.316
56.4771,211.638
56.5123,210.973
56.5474,210.32
56.5826,209.68
56.6177,209.052
56.6529,208.435
56.688,207.83
56.7232,207.235
56.7583,206.651
56.7935,206.077
56.8286,205.513
56.8638,204.958
56.8989,204.413
56.9341,203.876
56.9692,203.348
57.0044,202.828
57.0395,202.316
57.0747,201.811
57.1098,201.314
57.145,200.824
57.1801,200.342
57.2153,199.866
57.2504,199.396
57.2856,198.933
57.3207,198.476
57.3559,198.026
57.391,197.581
57.4262,197.142
57.4613,196.709
57.4965,196.282
57.5316,195.86
57.5668,195.443
57.6019,195.031
57.6371,194.625
57.6722,194.224
57.7074,193.828
57.7425,193.437
57.7777,193.05
57.8128,192.668
57.848,192.291
57.8831,191.918
57.9183,191.55
57.9534,191.186
57.9886,190.826
58.0238,190.47
58.0589,190.119
58.0941,189.771
58.1292,189.427
58.1644,189.088
58.1995,188.752
58.2347,188.421
58.2698,188.093
58.305,187.77
58.3401,187.451
58.3753,187.136
58.4104,186.826
58.4456,186.52
58.4807,186.22
58.5159,185.925
58.551,185.637
58.5862,185.355
58.6213,185.081
58.6565,184.817
58.6916,184.563
58.7268,184.322
58.7619,184.094
58.7971,183.879
58.8322,183.68
58.8674,183.495
58.9025,183.325
58.9377,183.167
58.9728,183.019
59.008,182.883
59.0431,182.763
59.0783,182.667
59.1134,182.606
59.1486,182.59
59.1837,182.625
59.2189,182.705
59.254,182.953
59.2892,183.422
59.3243,184.146
59.3595,185.125
59.3946,186.321
59.4298,187.673
59.4649,189.08
59.5001,190.496
59.5352,191.91
59.5704,193.204
59.6055,193.605
59.6407,193.563
59.6758,193.452
59.711,193.691
59.7461,194.558
59.7813,196.566
59.8164,200.076
59.8516,204.246
59.8867,203.279
59.9219,256.495
59.957,313.022
59.9922,374.531
60.0273,436.195
60.0625,493.907
60.0976,537.716
60.1328,549.186
60.1679,553.006
60.2031,552.379
60.2382,527.385
60.2734,549.979
60.3085,556.823
60.3437,561.375
60.3788,564.201
60.414,564.958
60.4491,563.849
60.4843,561.284
60.5194,557.384
60.5546,551.592
60.5897,544.624
60.6249,523.821
60.66,504.234
60.6952,490.158
60.7303,479.878
60.7655,471.867
60.8006,464.634
60.8358,457.427
60.8709,449.849
60.9061,441.346
60.9412,433.109
60.9764,426.116
61.0115,419.878
61.0467,414.094
61.0818,408.672
61.117,403.534
61.1521,398.104
61.1873,392.645
61.2224,387.31
61.2576,382.138
61.2927,377.122
61.3279,372.27
61.363,367.567
61.3982,363.078
61.4333,358.694
61.4685,354.203
61.5036,349.728
61.5388,345.343
61.5739,341.079
61.6091,336.931
61.6442,332.934
61.6794,329.075
61.7145,325.358
61.7497,321.781
61.7848,318.35
61.82,315.04
61.8551,311.846
61.8903,308.76
61.9254,305.776
61.9606,302.889
61.9957,300.097
62.0309,297.394
62.066,294.777
62.1012,292.244
62.1363,289.794
62.1715,287.428
62.2066,285.142
62.2418,282.934
62.2769,280.798
62.3121,278.734
62.3472,276.738
62.3824,274.807
62.4175,272.938
62.4527,271.13
62.4878,269.379
62.523,267.682
62.5581,266.035
62.5933,264.437
62.6284,262.886
62.6636,261.381
62.6987,259.918
62.7339,258.495
62.769,257.111
62.8042,255.765
62.8393,254.456
62.8745,253.18
62.9096,251.938
62.9448,250.728
62.9799,249.548
63.0151,248.398
63.0502,247.277
63.0854,246.184
63.1205,245.117
63.1557,244.075
63.1908,243.058
63.226,242.064
63.2611,241.092
63.2963,240.143
63.3314,239.213
63.3666,238.305
63.4017,237.415
63.4369,236.545
63.472,235.692
63.5072,234.857
